# generated_utc	2026-08-15T01:16:05+00:00
# script	probe_v14.py
# python	3.11.15
# torch	2.9.0+cu128
# transformers	4.57.1
# device	cuda:0
# gpu	NVIDIA GeForce RTX 5060 Laptop GPU
# revision	607a30d783dfa663caf39e06633721c8d4cfcd7e
# layer	5
# tf32_matmul	False
# tf32_cudnn	False
# theta_sha256	113687a222f8cf98039222c27b39aaf716493e5e8c1db94ea4e6544e0814088c
# n_rows	156
case_id	branch	family	treatment	declared_role	text	prefix	outcome	n_tok	tokens	token_ids	outcome_tokens	outcome_token_ids	declared_intervention_pos	actual_intervention_pos	position_mode	intervened_neurons	value_mode	declared_value	original_activations	set_activations	activation_changes	clean_outcome_logprob	outcome_logprob	outcome_logprob_change	clean_first_outcome_prob	first_outcome_prob	first_outcome_prob_change	clean_first_outcome_rank	first_outcome_rank	first_outcome_rank_change	clean_greedy_token	greedy_token	greedy_changed	kl_clean_to_intervened	clean_first_entropy	first_entropy	first_entropy_change	first_logit_l2	max_abs_logit_change	promoted_tokens	suppressed_tokens	hidden_l5_delta_l2	hidden_l5_relative_delta	hidden_l5_cosine	hidden_final_delta_l2	hidden_final_relative_delta	hidden_final_cosine	outcome_token_metrics	notes
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	CLEAN	baseline	It was cold	It was	 cold	3	["It", " was", " cold"]	[1026, 373, 4692]	[" cold"]	[4692]	2	2	DECLARED	[]	CLEAN		[]	[]	[]	-7.926956	-7.926956	0.0	0.000360883	0.000360883	0.0	283	283	0	 a	 a	0	0.0	5.459975	5.459975	0.0	0.0	0.0	[{"token_id": 7, "token": "(", "delta_logit": 0.0}, {"token_id": 6, "token": "'", "delta_logit": 0.0}, {"token_id": 4, "token": "%", "delta_logit": 0.0}, {"token_id": 5, "token": "&", "delta_logit": 0.0}, {"token_id": 1, "token": "\"", "delta_logit": 0.0}, {"token_id": 0, "token": "!", "delta_logit": 0.0}, {"token_id": 2, "token": "#", "delta_logit": 0.0}, {"token_id": 3, "token": "$", "delta_logit": 0.0}, {"token_id": 8, "token": ")", "delta_logit": 0.0}, {"token_id": 9, "token": "*", "delta_logit": 0.0}]	[{"token_id": 7, "token": "(", "delta_logit": 0.0}, {"token_id": 6, "token": "'", "delta_logit": 0.0}, {"token_id": 4, "token": "%", "delta_logit": 0.0}, {"token_id": 5, "token": "&", "delta_logit": 0.0}, {"token_id": 1, "token": "\"", "delta_logit": 0.0}, {"token_id": 0, "token": "!", "delta_logit": 0.0}, {"token_id": 2, "token": "#", "delta_logit": 0.0}, {"token_id": 3, "token": "$", "delta_logit": 0.0}, {"token_id": 8, "token": ")", "delta_logit": 0.0}, {"token_id": 9, "token": "*", "delta_logit": 0.0}]	0.0	0.0	0.99999994	0.0	0.0	0.999999881	[{"outcome_pos": 3, "predictor_pos": 2, "token_id": 4692, "token": " cold", "logprob": -7.9269561767578125, "prob": 0.00036088320755406366, "rank": 283}]	
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	CLEAN_REPEAT	deterministic duplicate	It was cold	It was	 cold	3	["It", " was", " cold"]	[1026, 373, 4692]	[" cold"]	[4692]	2	2	DECLARED	[]	RERUN		[]	[]	[]	-7.926956	-7.926956	0.0	0.000360883	0.000360883	0.0	283	283	0	 a	 a	0	0.0	5.459975	5.459975	0.0	0.0	0.0	[{"token_id": 7, "token": "(", "delta_logit": 0.0}, {"token_id": 6, "token": "'", "delta_logit": 0.0}, {"token_id": 4, "token": "%", "delta_logit": 0.0}, {"token_id": 5, "token": "&", "delta_logit": 0.0}, {"token_id": 1, "token": "\"", "delta_logit": 0.0}, {"token_id": 0, "token": "!", "delta_logit": 0.0}, {"token_id": 2, "token": "#", "delta_logit": 0.0}, {"token_id": 3, "token": "$", "delta_logit": 0.0}, {"token_id": 8, "token": ")", "delta_logit": 0.0}, {"token_id": 9, "token": "*", "delta_logit": 0.0}]	[{"token_id": 7, "token": "(", "delta_logit": 0.0}, {"token_id": 6, "token": "'", "delta_logit": 0.0}, {"token_id": 4, "token": "%", "delta_logit": 0.0}, {"token_id": 5, "token": "&", "delta_logit": 0.0}, {"token_id": 1, "token": "\"", "delta_logit": 0.0}, {"token_id": 0, "token": "!", "delta_logit": 0.0}, {"token_id": 2, "token": "#", "delta_logit": 0.0}, {"token_id": 3, "token": "$", "delta_logit": 0.0}, {"token_id": 8, "token": ")", "delta_logit": 0.0}, {"token_id": 9, "token": "*", "delta_logit": 0.0}]	0.0	0.0	0.99999994	0.0	0.0	0.999999881	[{"outcome_pos": 3, "predictor_pos": 2, "token_id": 4692, "token": " cold", "logprob": -7.9269561767578125, "prob": 0.00036088320755406366, "rank": 283}]	
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	SHAM_38	hook identity	It was cold	It was	 cold	3	["It", " was", " cold"]	[1026, 373, 4692]	[" cold"]	[4692]	2	2	DECLARED	[38]	SHAM		[2.023736000061035]	[2.023736000061035]	[0.0]	-7.926956	-7.926956	0.0	0.000360883	0.000360883	0.0	283	283	0	 a	 a	0	0.0	5.459975	5.459975	0.0	0.0	0.0	[{"token_id": 7, "token": "(", "delta_logit": 0.0}, {"token_id": 6, "token": "'", "delta_logit": 0.0}, {"token_id": 4, "token": "%", "delta_logit": 0.0}, {"token_id": 5, "token": "&", "delta_logit": 0.0}, {"token_id": 1, "token": "\"", "delta_logit": 0.0}, {"token_id": 0, "token": "!", "delta_logit": 0.0}, {"token_id": 2, "token": "#", "delta_logit": 0.0}, {"token_id": 3, "token": "$", "delta_logit": 0.0}, {"token_id": 8, "token": ")", "delta_logit": 0.0}, {"token_id": 9, "token": "*", "delta_logit": 0.0}]	[{"token_id": 7, "token": "(", "delta_logit": 0.0}, {"token_id": 6, "token": "'", "delta_logit": 0.0}, {"token_id": 4, "token": "%", "delta_logit": 0.0}, {"token_id": 5, "token": "&", "delta_logit": 0.0}, {"token_id": 1, "token": "\"", "delta_logit": 0.0}, {"token_id": 0, "token": "!", "delta_logit": 0.0}, {"token_id": 2, "token": "#", "delta_logit": 0.0}, {"token_id": 3, "token": "$", "delta_logit": 0.0}, {"token_id": 8, "token": ")", "delta_logit": 0.0}, {"token_id": 9, "token": "*", "delta_logit": 0.0}]	0.0	0.0	0.99999994	0.0	0.0	0.999999881	[{"outcome_pos": 3, "predictor_pos": 2, "token_id": 4692, "token": " cold", "logprob": -7.9269561767578125, "prob": 0.00036088320755406366, "rank": 283}]	
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	SET_0_38	absolute zero anchor	It was cold	It was	 cold	3	["It", " was", " cold"]	[1026, 373, 4692]	[" cold"]	[4692]	2	2	DECLARED	[38]	SET	0.0	[2.023736000061035]	[0.0]	[-2.023736000061035]	-7.926956	-8.500471	-0.573514938354	0.000360883	0.000203373	-0.000157511	283	420	137	 a	 a	0	0.026102881879	5.459975	5.515136	0.055161	722.681274414062	4.156433105469	[{"token_id": 35407, "token": "Reviewer", "delta_logit": 4.156433}, {"token_id": 41868, "token": " Cosponsors", "delta_logit": 4.080894}, {"token_id": 18945, "token": " teasp", "delta_logit": 4.006241}, {"token_id": 21470, "token": "alyst", "delta_logit": 3.995346}, {"token_id": 181, "token": "�", "delta_logit": 3.994583}, {"token_id": 205, "token": "\u0011", "delta_logit": 3.994476}, {"token_id": 187, "token": "�", "delta_logit": 3.991272}, {"token_id": 15239, "token": "agonist", "delta_logit": 3.990494}, {"token_id": 215, "token": "\u001b", "delta_logit": 3.989899}, {"token_id": 190, "token": "\u0002", "delta_logit": 3.989609}]	[{"token_id": 23608, "token": " autumn", "delta_logit": 2.189476}, {"token_id": 46166, "token": " dusk", "delta_logit": 2.287872}, {"token_id": 2901, "token": " July", "delta_logit": 2.305199}, {"token_id": 2932, "token": " August", "delta_logit": 2.316521}, {"token_id": 40048, "token": " sunrise", "delta_logit": 2.329681}, {"token_id": 3389, "token": " November", "delta_logit": 2.34256}, {"token_id": 2693, "token": " September", "delta_logit": 2.342659}, {"token_id": 3931, "token": " summer", "delta_logit": 2.342987}, {"token_id": 3945, "token": " February", "delta_logit": 2.346924}, {"token_id": 3267, "token": " October", "delta_logit": 2.348381}]	6.426172	0.077377822	0.997043788	6.078677	0.023461265	0.99993825	[{"outcome_pos": 3, "predictor_pos": 2, "token_id": 4692, "token": " cold", "logprob": -8.500471115112305, "prob": 0.00020337253456342798, "rank": 420}]	
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	SET_LOW_38	absolute natural-distribution quartile	It was cold	It was	 cold	3	["It", " was", " cold"]	[1026, 373, 4692]	[" cold"]	[4692]	2	2	DECLARED	[38]	SET	2.076798915863037	[2.023736000061035]	[2.076798915863037]	[0.05306291580200195]	-7.926956	-7.911718	0.015238285065	0.000360883	0.000366425	5.541e-06	283	279	-4	 a	 a	0	1.6933787e-05	5.459975	5.459188	-0.000787	19.698858261108	0.112503051758	[{"token_id": 23608, "token": " autumn", "delta_logit": -0.06179}, {"token_id": 46166, "token": " dusk", "delta_logit": -0.063934}, {"token_id": 40048, "token": " sunrise", "delta_logit": -0.064186}, {"token_id": 2901, "token": " July", "delta_logit": -0.065338}, {"token_id": 19613, "token": " noon", "delta_logit": -0.065498}, {"token_id": 3931, "token": " summer", "delta_logit": -0.065544}, {"token_id": 2932, "token": " August", "delta_logit": -0.065605}, {"token_id": 49304, "token": " mids", "delta_logit": -0.065979}, {"token_id": 26428, "token": " sunset", "delta_logit": -0.066071}, {"token_id": 2121, "token": " fall", "delta_logit": -0.066231}]	[{"token_id": 35407, "token": "Reviewer", "delta_logit": -0.112503}, {"token_id": 41868, "token": " Cosponsors", "delta_logit": -0.109283}, {"token_id": 21470, "token": "alyst", "delta_logit": -0.108215}, {"token_id": 14341, "token": "PDATE", "delta_logit": -0.107925}, {"token_id": 18945, "token": " teasp", "delta_logit": -0.107819}, {"token_id": 13806, "token": "erto", "delta_logit": -0.107681}, {"token_id": 205, "token": "\u0011", "delta_logit": -0.107529}, {"token_id": 29212, "token": "uggest", "delta_logit": -0.107498}, {"token_id": 15239, "token": "agonist", "delta_logit": -0.107468}, {"token_id": 181, "token": "�", "delta_logit": -0.107452}]	0.168496	0.002028864	0.999997973	0.166083	0.000641016	0.999999881	[{"outcome_pos": 3, "predictor_pos": 2, "token_id": 4692, "token": " cold", "logprob": -7.911717891693115, "prob": 0.0003664245618870668, "rank": 279}]	
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	SET_MED_38	absolute natural-distribution median	It was cold	It was	 cold	3	["It", " was", " cold"]	[1026, 373, 4692]	[" cold"]	[4692]	2	2	DECLARED	[38]	SET	2.650153160095215	[2.023736000061035]	[2.650153160095215]	[0.6264171600341797]	-7.926956	-7.748066	0.178890228271	0.000360883	0.000431576	7.0693e-05	283	245	-38	 a	 a	0	0.002301518805	5.459975	5.452655	-0.00732	231.188110351562	1.318687438965	[{"token_id": 23608, "token": " autumn", "delta_logit": -0.729988}, {"token_id": 46166, "token": " dusk", "delta_logit": -0.754135}, {"token_id": 40048, "token": " sunrise", "delta_logit": -0.754333}, {"token_id": 19613, "token": " noon", "delta_logit": -0.771385}, {"token_id": 3931, "token": " summer", "delta_logit": -0.772949}, {"token_id": 2901, "token": " July", "delta_logit": -0.774117}, {"token_id": 49304, "token": " mids", "delta_logit": -0.775902}, {"token_id": 2932, "token": " August", "delta_logit": -0.777344}, {"token_id": 26428, "token": " sunset", "delta_logit": -0.777908}, {"token_id": 47168, "token": " midday", "delta_logit": -0.779526}]	[{"token_id": 35407, "token": "Reviewer", "delta_logit": -1.318687}, {"token_id": 41868, "token": " Cosponsors", "delta_logit": -1.277969}, {"token_id": 21470, "token": "alyst", "delta_logit": -1.268982}, {"token_id": 14341, "token": "PDATE", "delta_logit": -1.267365}, {"token_id": 29212, "token": "uggest", "delta_logit": -1.262573}, {"token_id": 13806, "token": "erto", "delta_logit": -1.261848}, {"token_id": 18945, "token": " teasp", "delta_logit": -1.261322}, {"token_id": 23894, "token": " criticised", "delta_logit": -1.258095}, {"token_id": 21889, "token": "ottenham", "delta_logit": -1.258041}, {"token_id": 15239, "token": "agonist", "delta_logit": -1.258011}]	1.989126	0.023951149	0.999726534	1.950702	0.007528929	0.999994516	[{"outcome_pos": 3, "predictor_pos": 2, "token_id": 4692, "token": " cold", "logprob": -7.748065948486328, "prob": 0.000431576424966042, "rank": 245}]	
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	SET_HIGH_38	absolute natural-distribution quartile	It was cold	It was	 cold	3	["It", " was", " cold"]	[1026, 373, 4692]	[" cold"]	[4692]	2	2	DECLARED	[38]	SET	2.870398759841919	[2.023736000061035]	[2.870398759841919]	[0.8466627597808838]	-7.926956	-7.685896	0.241059780121	0.000360883	0.000459259	9.8376e-05	283	233	-50	 a	 a	0	0.004137813114	5.459975	5.451075	-0.008901	311.130187988281	1.774208068848	[{"token_id": 23608, "token": " autumn", "delta_logit": -0.984627}, {"token_id": 40048, "token": " sunrise", "delta_logit": -1.015556}, {"token_id": 46166, "token": " dusk", "delta_logit": -1.016586}, {"token_id": 19613, "token": " noon", "delta_logit": -1.039246}, {"token_id": 3931, "token": " summer", "delta_logit": -1.04187}, {"token_id": 49304, "token": " mids", "delta_logit": -1.044861}, {"token_id": 2901, "token": " July", "delta_logit": -1.045326}, {"token_id": 26428, "token": " sunset", "delta_logit": -1.04792}, {"token_id": 2932, "token": " August", "delta_logit": -1.049667}, {"token_id": 47168, "token": " midday", "delta_logit": -1.049721}]	[{"token_id": 35407, "token": "Reviewer", "delta_logit": -1.774208}, {"token_id": 41868, "token": " Cosponsors", "delta_logit": -1.717804}, {"token_id": 21470, "token": "alyst", "delta_logit": -1.707336}, {"token_id": 14341, "token": "PDATE", "delta_logit": -1.706146}, {"token_id": 29212, "token": "uggest", "delta_logit": -1.69986}, {"token_id": 13806, "token": "erto", "delta_logit": -1.697411}, {"token_id": 18945, "token": " teasp", "delta_logit": -1.695343}, {"token_id": 21889, "token": "ottenham", "delta_logit": -1.693222}, {"token_id": 23894, "token": " criticised", "delta_logit": -1.693085}, {"token_id": 15239, "token": "agonist", "delta_logit": -1.691544}]	2.688493	0.032372265	0.999502361	2.626159	0.010135924	0.999990344	[{"outcome_pos": 3, "predictor_pos": 2, "token_id": 4692, "token": " cold", "logprob": -7.685896396636963, "prob": 0.00045925892663558525, "rank": 233}]	
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	SET_MAX_38	absolute observed natural maximum	It was cold	It was	 cold	3	["It", " was", " cold"]	[1026, 373, 4692]	[" cold"]	[4692]	2	2	DECLARED	[38]	SET	3.4337058067321777	[2.023736000061035]	[3.4337058067321777]	[1.4099698066711426]	-7.926956	-7.529476	0.397480010986	0.000360883	0.000537019	0.000176136	283	210	-73	 a	 a	0	0.010944053531	5.459975	5.44904	-0.010935	509.831909179688	2.906517028809	[{"token_id": 23608, "token": " autumn", "delta_logit": -1.621201}, {"token_id": 40048, "token": " sunrise", "delta_logit": -1.664757}, {"token_id": 46166, "token": " dusk", "delta_logit": -1.6717}, {"token_id": 19613, "token": " noon", "delta_logit": -1.706696}, {"token_id": 3931, "token": " summer", "delta_logit": -1.712524}, {"token_id": 49304, "token": " mids", "delta_logit": -1.713913}, {"token_id": 26428, "token": " sunset", "delta_logit": -1.720367}, {"token_id": 47168, "token": " midday", "delta_logit": -1.721931}, {"token_id": 2121, "token": " fall", "delta_logit": -1.724663}, {"token_id": 2901, "token": " July", "delta_logit": -1.726662}]	[{"token_id": 35407, "token": "Reviewer", "delta_logit": -2.906517}, {"token_id": 41868, "token": " Cosponsors", "delta_logit": -2.807724}, {"token_id": 14341, "token": "PDATE", "delta_logit": -2.798737}, {"token_id": 21470, "token": "alyst", "delta_logit": -2.796722}, {"token_id": 29212, "token": "uggest", "delta_logit": -2.789139}, {"token_id": 13806, "token": "erto", "delta_logit": -2.779457}, {"token_id": 21889, "token": "ottenham", "delta_logit": -2.77626}, {"token_id": 23894, "token": " criticised", "delta_logit": -2.77494}, {"token_id": 18945, "token": " teasp", "delta_logit": -2.769424}, {"token_id": 15239, "token": "agonist", "delta_logit": -2.766861}]	4.477219	0.053910392	0.998633325	4.307584	0.016625554	0.999974608	[{"outcome_pos": 3, "predictor_pos": 2, "token_id": 4692, "token": " cold", "logprob": -7.529476165771484, "prob": 0.0005370194922100267, "rank": 210}]	
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	PREVIOUS_SET_HIGH_38	absolute-value position control	It was cold	It was	 cold	3	["It", " was", " cold"]	[1026, 373, 4692]	[" cold"]	[4692]	2	1	PREVIOUS	[38]	SET	2.870398759841919	[0.778225839138031]	[2.870398759841919]	[2.092172920703888]	-7.926956	-7.831265	0.095691204071	0.000360883	0.000397123	3.624e-05	283	265	-18	 a	 a	0	0.000295189791	5.459975	5.453365	-0.00661	68.373664855957	0.411735534668	[{"token_id": 46166, "token": " dusk", "delta_logit": 0.411736}, {"token_id": 35147, "token": "··", "delta_logit": 0.411156}, {"token_id": 33919, "token": " pounding", "delta_logit": 0.409042}, {"token_id": 31143, "token": " mornings", "delta_logit": 0.409004}, {"token_id": 44852, "token": " ding", "delta_logit": 0.408264}, {"token_id": 49018, "token": " chilly", "delta_logit": 0.403389}, {"token_id": 4692, "token": " cold", "delta_logit": 0.402878}, {"token_id": 22848, "token": " gru", "delta_logit": 0.402306}, {"token_id": 50104, "token": " flickering", "delta_logit": 0.401924}, {"token_id": 35676, "token": " fingert", "delta_logit": 0.400932}]	[{"token_id": 29212, "token": "uggest", "delta_logit": 0.173553}, {"token_id": 21677, "token": "zbollah", "delta_logit": 0.197845}, {"token_id": 17665, "token": " Invalid", "delta_logit": 0.200882}, {"token_id": 43580, "token": " Interesting", "delta_logit": 0.201393}, {"token_id": 11974, "token": " Tradable", "delta_logit": 0.2015}, {"token_id": 36338, "token": " [*]", "delta_logit": 0.203506}, {"token_id": 27862, "token": " Networks", "delta_logit": 0.20459}, {"token_id": 38687, "token": " Regarding", "delta_logit": 0.205208}, {"token_id": 25044, "token": " Interestingly", "delta_logit": 0.205566}, {"token_id": 44923, "token": " Reasons", "delta_logit": 0.20565}]	6.643487	0.083042795	0.996699572	6.601234	0.037795628	0.999735832	[{"outcome_pos": 3, "predictor_pos": 2, "token_id": 4692, "token": " cold", "logprob": -7.831264972686768, "prob": 0.0003971228129146755, "rank": 265}]	
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	ADD_POS_LOW_38	v13 additive bridge; final value may exceed natural maximum	It was cold	It was	 cold	3	["It", " was", " cold"]	[1026, 373, 4692]	[" cold"]	[4692]	2	2	DECLARED	[38]	ADD	2.076798915863037	[2.023736000061035]	[4.100534915924072]	[2.076798915863037]	-7.926956	-7.35079	0.576166629791	0.000360883	0.000642085	0.000281202	283	183	-100	 a	 a	0	0.022184852511	5.459975	5.449728	-0.010247	729.670166015625	4.162483215332	[{"token_id": 23608, "token": " autumn", "delta_logit": -2.328857}, {"token_id": 40048, "token": " sunrise", "delta_logit": -2.380859}, {"token_id": 46166, "token": " dusk", "delta_logit": -2.399071}, {"token_id": 19613, "token": " noon", "delta_logit": -2.445908}, {"token_id": 49304, "token": " mids", "delta_logit": -2.453308}, {"token_id": 3931, "token": " summer", "delta_logit": -2.455719}, {"token_id": 26428, "token": " sunset", "delta_logit": -2.464584}, {"token_id": 47168, "token": " midday", "delta_logit": -2.464638}, {"token_id": 2121, "token": " fall", "delta_logit": -2.470367}, {"token_id": 36780, "token": " frig", "delta_logit": -2.473824}]	[{"token_id": 35407, "token": "Reviewer", "delta_logit": -4.162483}, {"token_id": 14341, "token": "PDATE", "delta_logit": -4.012802}, {"token_id": 41868, "token": " Cosponsors", "delta_logit": -4.010635}, {"token_id": 21470, "token": "alyst", "delta_logit": -4.003769}, {"token_id": 29212, "token": "uggest", "delta_logit": -3.999969}, {"token_id": 21889, "token": "ottenham", "delta_logit": -3.978867}, {"token_id": 13806, "token": "erto", "delta_logit": -3.977974}, {"token_id": 23894, "token": " criticised", "delta_logit": -3.974586}, {"token_id": 21708, "token": "anmar", "delta_logit": -3.973228}, {"token_id": 36764, "token": "agonists", "delta_logit": -3.956772}]	6.594669	0.079406697	0.997070551	6.173402	0.023826866	0.999949574	[{"outcome_pos": 3, "predictor_pos": 2, "token_id": 4692, "token": " cold", "logprob": -7.350789546966553, "prob": 0.0006420852037450368, "rank": 183}]	
